# Every production in the vendored lily/parser.yy, at the v2.27.2 pin.
# Generated by RuleManifest.Render; committed data, regenerated only on a
# deliberate re-sync of parser-mirror/. See Actions/RuleManifest.cs.
#
# has-action<TAB>parser.yy-line<TAB>rule-identity
action	2296	function_arglist_backup: EXPECT_OPTIONAL EXPECT_SCM function_arglist_backup STRING
action	2311	function_arglist_backup: EXPECT_OPTIONAL EXPECT_SCM function_arglist_backup SYMBOL
action	2326	function_arglist_backup: function_arglist_backup REPARSE pitch_or_music
action	2336	function_arglist_backup: function_arglist_backup REPARSE bare_number_common
action	2341	function_arglist_backup: function_arglist_backup REPARSE duration
action	2346	function_arglist_backup: function_arglist_backup REPARSE reparsed_rhythm
action	2351	function_arglist_backup: function_arglist_backup REPARSE symbol_list_arg
-	2357	function_arglist: function_arglist_nonbackup
action	2359	function_arglist: EXPECT_OPTIONAL EXPECT_SCM function_arglist_skip_nonbackup DEFAULT
-	2365	function_arglist_skip_nonbackup: function_arglist_nonbackup
action	2367	function_arglist_skip_nonbackup: EXPECT_OPTIONAL EXPECT_SCM function_arglist_skip_nonbackup
action	2385	function_arglist_partial: EXPECT_SCM function_arglist_optional
action	2390	function_arglist_partial: EXPECT_SCM function_arglist_partial_optional
action	2394	function_arglist_partial: EXPECT_OPTIONAL EXPECT_SCM function_arglist_nonbackup
action	2398	function_arglist_partial: EXPECT_OPTIONAL EXPECT_SCM function_arglist_partial
action	2404	function_arglist_partial_optional: EXPECT_SCM function_arglist_optional
action	2409	function_arglist_partial_optional: EXPECT_SCM function_arglist_partial_optional
action	2413	function_arglist_partial_optional: EXPECT_OPTIONAL EXPECT_SCM function_arglist_backup
action	2417	function_arglist_partial_optional: EXPECT_OPTIONAL EXPECT_SCM function_arglist_partial_optional
action	2423	function_arglist_common: EXPECT_NO_MORE_ARGS
action	2427	function_arglist_common: EXPECT_SCM function_arglist_optional embedded_scm_arg
action	2434	function_arglist_common: EXPECT_SCM function_arglist_optional bare_number_common
action	2439	function_arglist_common: EXPECT_SCM function_arglist_optional post_event_nofinger
action	2444	function_arglist_common: EXPECT_SCM function_arglist_optional '-' NUMBER_IDENTIFIER
action	2449	function_arglist_common: function_arglist_common_reparse REPARSE SCM_ARG
action	2454	function_arglist_common: function_arglist_common_reparse REPARSE lyric_element_music
action	2459	function_arglist_common: function_arglist_common_reparse REPARSE pitch_or_music
action	2469	function_arglist_common: function_arglist_common_reparse REPARSE bare_number_common
action	2474	function_arglist_common: function_arglist_common_reparse REPARSE duration
action	2479	function_arglist_common: function_arglist_common_reparse REPARSE reparsed_rhythm
action	2484	function_arglist_common: function_arglist_common_reparse REPARSE symbol_list_arg
action	2490	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional SCM_IDENTIFIER
action	2509	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional pitch
action	2520	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional steno_tonic_pitch
action	2531	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional STRING
action	2549	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional SYMBOL
action	2567	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional full_markup
action	2581	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional UNSIGNED
action	2604	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional DURATION_IDENTIFIER
action	2616	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional '-' UNSIGNED
action	2632	function_arglist_common_reparse: EXPECT_SCM function_arglist_optional '-' REAL
-	2640	function_arglist_optional: function_arglist_backup
action	2642	function_arglist_optional: EXPECT_OPTIONAL EXPECT_SCM function_arglist_skip_backup DEFAULT
-	2646	function_arglist_optional: function_arglist_skip_backup BACKUP
-	2649	function_arglist_skip_backup: function_arglist_backup
action	2651	function_arglist_skip_backup: EXPECT_OPTIONAL EXPECT_SCM function_arglist_skip_backup
action	2657	music_function_call: MUSIC_FUNCTION function_arglist
action	2665	optional_id: /* empty */
action	2667	optional_id: '=' simple_string
action	2678	$@10: /* empty */
action	2678	lyric_mode_music: $@10 grouped_music_list
-	2686	lyric_mode_music: MUSIC_IDENTIFIER
action	2689	mode_changed_music: mode_changing_head grouped_music_list
action	2701	mode_changed_music: mode_changing_head_with_context optional_context_mods grouped_music_list
action	2711	mode_changing_head: NOTEMODE
action	2717	mode_changing_head: DRUMMODE
action	2722	mode_changing_head: FIGUREMODE
action	2727	mode_changing_head: CHORDMODE
action	2734	mode_changing_head: LYRICMODE
action	2740	mode_changing_head_with_context: DRUMS
action	2745	mode_changing_head_with_context: FIGURES
action	2750	mode_changing_head_with_context: CHORDS
action	2756	mode_changing_head_with_context: LYRICS
action	2762	context_change: CHANGE symbol '=' simple_string
action	2769	property_path: symbol_list_rev
action	2775	property_operation: symbol '=' scalar
action	2779	property_operation: UNSET symbol
action	2782	property_operation: OVERRIDE revert_arg '=' scalar
action	2793	property_operation: REVERT revert_arg
action	2821	revert_arg: revert_arg_backup BACKUP symbol_list_arg
action	2828	revert_arg_backup: revert_arg_part
-	2840	revert_arg_part: symbol_list_part
action	2842	revert_arg_part: revert_arg_backup BACKUP SCM_ARG '.' symbol_list_part
action	2846	revert_arg_part: revert_arg_backup BACKUP SCM_ARG ',' symbol_list_part
action	2850	revert_arg_part: revert_arg_backup BACKUP SCM_ARG symbol_list_part
action	2857	context_def_mod: CONSISTS
action	2859	context_def_mod: REMOVE
action	2861	context_def_mod: ACCEPTS
action	2862	context_def_mod: DEFAULTCHILD
action	2863	context_def_mod: DENIES
action	2865	context_def_mod: ALIAS
action	2866	context_def_mod: TYPE
action	2867	context_def_mod: DESCRIPTION
action	2868	context_def_mod: NAME
action	2871	context_mod: property_operation
action	2873	context_mod: context_def_mod STRING
action	2876	context_mod: context_def_mod SYMBOL
action	2879	context_mod: context_def_mod embedded_scm
action	2895	grob_prop_spec: symbol_list_rev
action	2903	grob_prop_path: grob_prop_spec
action	2919	grob_prop_path: grob_prop_spec property_path
action	2941	context_prop_spec: symbol_list_rev
action	2973	simple_revert_context: symbol_list_part
action	2991	music_property_def: OVERRIDE grob_prop_path '=' scalar
action	3001	music_property_def: REVERT simple_revert_context revert_arg
action	3004	music_property_def: SET context_prop_spec '=' scalar
action	3013	music_property_def: UNSET context_prop_spec
-	3023	string: STRING
-	3025	string: SYMBOL
-	3026	string: full_markup
-	3029	text: STRING
-	3031	text: SYMBOL
-	3032	text: full_markup
action	3033	text: embedded_scm_bare
-	3044	simple_string: STRING
-	3045	simple_string: SYMBOL
action	3046	simple_string: embedded_scm_bare
action	3057	symbol: STRING
action	3061	symbol: SYMBOL
action	3067	symbol: embedded_scm_bare
-	3082	scalar: embedded_scm_arg
-	3084	scalar: pitch_or_music
-	3085	scalar: SCM_IDENTIFIER
-	3086	scalar: bare_number
action	3094	scalar: '-' bare_number
-	3098	scalar: string
action	3099	scalar: symbol_list_part_bare '.' property_path
action	3103	scalar: symbol_list_part_bare ',' property_path
action	3109	event_chord: simple_element post_events %prec ':'
action	3117	event_chord: CHORD_REPETITION optional_notemode_duration post_events %prec ':'
action	3121	event_chord: MULTI_MEASURE_REST optional_notemode_duration post_events %prec ':'
-	3125	event_chord: tempo_event
-	3126	event_chord: note_chord_element
action	3130	note_chord_element: chord_body optional_notemode_duration post_events %prec ':'
action	3148	chord_body: ANGLE_OPEN chord_body_elements ANGLE_CLOSE
action	3155	chord_body: FIGURE_OPEN figure_list FIGURE_CLOSE
action	3161	chord_body_elements: /* empty */
action	3163	chord_body_elements: chord_body_elements chord_body_element
action	3169	chord_body_element: pitch_or_tonic_pitch exclamations questions octave_check post_events %prec ':'
action	3196	chord_body_element: DRUM_PITCH post_events %prec ':'
action	3206	chord_body_element: music_function_chord_body
-	3222	chord_body_element: post_event
-	3225	music_function_chord_body: music_function_call
-	3227	music_function_chord_body: MUSIC_IDENTIFIER
-	3228	music_function_chord_body: embedded_scm
action	3231	event_function_event: EVENT_FUNCTION function_arglist
action	3238	post_events: /* empty */
action	3242	post_events: post_events post_event
action	3247	post_event_nofinger: direction_less_event
action	3251	post_event_nofinger: script_dir music_function_call
action	3263	post_event_nofinger: HYPHEN
action	3268	post_event_nofinger: EXTENDER
action	3273	post_event_nofinger: script_dir direction_reqd_event
action	3283	post_event_nofinger: script_dir direction_less_event
action	3292	post_event_nofinger: '^' fingering
action	3299	post_event_nofinger: '_' fingering
-	3308	post_event: post_event_nofinger
action	3310	post_event: '-' fingering
action	3316	string_number_event: E_UNSIGNED
-	3324	direction_less_event: string_number_event
action	3326	direction_less_event: EVENT_IDENTIFIER
action	3329	direction_less_event: tremolo_type
-	3334	direction_less_event: event_function_event
action	3337	direction_reqd_event: gen_text_def
action	3341	direction_reqd_event: script_abbreviation
