# Grob interfaces declared by C++ ADD_INTERFACE macros in LilyPond v2.27.2
# (commit 2d621459bd44cb1758f822a69757242eab843060), extracted from lily/*.cc.
#
# Upstream registers these from static initialisers before any Scheme runs; the
# port registers them from this table at CreateInterpreter, for the same reason
# and at the same point in the sequence. The interfaces declared in Scheme by
# ly:add-interface (scm/define-grob-interfaces.scm) are a SEPARATE set and load
# afterwards, exactly as upstream -- where the two overlap, Scheme wins, because
# it runs later and ly:add-interface overwrites.
#
# The interface symbol is derived the way lily/grob-interface.cc add_interface
# derives it: camel_case_to_lisp_identifier of the C++ class name, then
# "-interface" appended unless it is already the suffix.
#
# Columns: interface-symbol  cxx-class  upstream-file  properties  description
# Properties are space-separated (upstream parse_symbol_list); description
# newlines are written as \n escapes so every record is one line.
#
# THIS FILE IS DERIVED FROM GPL-3 SOURCE. See THIRD-PARTY-NOTICES.txt.
slur-interface	Slur	slur.cc	annotation avoid-slur control-points dash-definition details direction eccentricity encompass-objects height-limit inspect-quants line-thickness note-columns positions ratio thickness	A slur.  Slurs are formatted by trying a number of combinations of left/right\nend point, and then picking the slur with the lowest demerit score.  The\ncombinations are generated by going from the base attachments (i.e., note\nheads) in the direction in half space increments until we have covered\n@code{region-size} staff spaces.\n\nThe following properties may be set in the @code{details} list.\n\n@table @code\n@item absolute-closeness-measure\nFactor to calculate demerit for variance between a note head and slur.\n@item accidental-collision\nFactor to calculate demerit for @code{Accidental} objects that the slur\nencompasses.  This property value replaces the value of\n@code{extra-object-collision-penalty}.\n@item close-to-edge-length\nThreshold to decide whether an object to avoid is horizontally close to the\nslur's edge.  If it is, it doesn't influence the slur's height.\n@item edge-attraction-factor\nFactor used to calculate the demerit for distances between slur endpoints and\ntheir corresponding base attachments.\n@item edge-slope-exponent\nFactor used to calculate the demerit for the slope of a slur near its endpoints;\na larger value yields a larger demerit.\n@item encompass-object-range-overshoot\nWiden the range of @code{encompass-object} positions by this amount for\ncomputing the slur.\n@item extra-encompass-collision-distance\nThis detail is currently unused.\n@item extra-encompass-free-distance\nThe amount of vertical free space that must exist between a slur and various\nobjects it encompasses, including accidentals, fingerings, and tuplet numbers.\n@item extra-object-collision-penalty\nFactor to calculate demerit for extra objects that the slur encompasses,\nincluding accidentals, fingerings, and tuplet numbers.\n@item free-head-distance\nThe amount of vertical free space that must exist between a slur and note heads.\n@item free-slur-distance\nThe amount of vertical free space that must exist between adjacent slurs.  This\nsubproperty only works for @code{PhrasingSlur}.\n@item gap-to-staffline-inside\nMinimum gap inside the curve of the slur where the slur is parallel to a\nstaffline.\n@item gap-to-staffline-outside\nMinimum gap outside the curve of the slur where the slur is parallel to a\nstaffline.\n@item head-encompass-penalty\nDemerit to apply when note heads collide with a slur.\n@item head-slur-distance-factor\nFactor to calculate demerit for variance between a note head and slur.\n@item head-slur-distance-max-ratio\nThe maximum value for the ratio of distance between a note head and slur.\n@item max-slope\nThe maximum slope allowed for this slur.\n@item max-slope-factor\nFactor that calculates demerit based on the max slope.  Notice that there exists\na homonymous property for tuplet brackets.\n@item non-horizontal-penalty\nDemerit for slurs with attachment points that are not horizontally aligned.\n@item region-size\nSize of region (in staff spaces) for determining potential endpoints in the\nY-direction.\n@item same-slope-penalty\nDemerit for slurs with attachment points that are horizontally aligned.\n@item slur-tie-extrema-min-distance\nIf a slur starts or ends very near to or at the same position as a tie, check\nthis threshold whether slur and tie are too close.\n@item slur-tie-extrema-min-distance-penalty\nDemerit to apply if @code{slur-tie-extrema-min-distance} gets triggered.\n@item steeper-slope-factor\nFactor used to calculate demerit only if this slur is not broken.\n@item stem-encompass-penalty\nDemerit to apply when stems collide with a slur.\n@end table
spaceable-grob-interface	Spaceable_grob	spaceable-grob.cc	allow-loose-spacing ideal-distances keep-inside-line left-neighbor measure-length minimum-distances right-neighbor spacing-wishes	A layout object that takes part in the spacing problem.
spacing-interface	Spacing_interface	spacing-interface.cc	left-items right-items	This object calculates the desired and minimum distances between two columns.
spacing-spanner-interface	Spacing_spanner	spacing-spanner.cc	average-spacing-wishes base-shortest-duration common-shortest-duration packed-spacing shortest-duration-space spacing-increment strict-grace-spacing strict-note-spacing uniform-stretching	The space taken by a note is dependent on its duration.  Doubling a duration\nadds @code{spacing-increment} to the space.  The most common shortest note gets\n@code{shortest-duration-space}.  Notes that are even shorter are spaced\nproportional to their duration.\n\nTypically, the increment is the width of a black note head.  In a piece with\nlots of 8th notes, and some 16th notes, the eighth note gets a 2@tie{}note\nheads width (i.e., the space following a note is a 1@tie{}note head width).  A\n16th note is followed by 0.5 note head width.  The quarter note is followed by\n3@tie{}NHW, the half by 4@tie{}NHW, etc.
spanner-interface	Spanner	spanner.cc	normalized-endpoints minimum-length minimum-length-after-break spanner-broken spanner-id to-barline	Some objects are horizontally spanned between objects.  For example, slurs,\nbeams, ties, etc.  These grobs form a subtype called @code{Spanner}.  All\nspanners have two span points (these must be @code{Item} objects), one on the\nleft and one on the right.  The left bound is also the X@tie{}reference point\nof the spanner.
staff-grouper-interface	Staff_grouper_interface	staff-grouper-interface.cc	staff-staff-spacing staffgroup-staff-spacing	A grob that collects staves together.
staff-spacing-interface	Staff_spacing	staff-spacing.cc	stem-spacing-correction	This object calculates spacing details from a breakable symbol (left) to\nanother object.  For example, it takes care of optical spacing from a bar line\nto a note.
staff-symbol-interface	Staff_symbol	staff-symbol.cc	break-align-symbols ledger-extra ledger-line-thickness ledger-positions ledger-positions-function line-count line-positions staff-space thickness widened-extent width	This spanner draws the lines of a staff.  A staff symbol defines a vertical\nunit, the @emph{staff space}.  Quantities that go by a half staff space are\ncalled @emph{positions}.  The center (i.e., middle line or space) is\nposition@tie{}0. The length of the symbol may be set by hand through the\n@code{width} property.
staff-symbol-referencer-interface	Staff_symbol_referencer	staff-symbol-referencer.cc	staff-position	An object whose Y@tie{}position is meant relative to a staff symbol.  These\nusually have @code{Staff_symbol_referencer::callback} in their\n@code{Y-offset-callbacks}.
stem-interface	Stem	stem.cc	avoid-note-head beam beaming beamlet-default-length beamlet-max-length-proportion default-direction details direction double-stem-separation duration-log flag french-beaming french-beaming-stem-adjustment length length-fraction max-beam-connect melody-spanner neutral-direction no-stem-extend note-heads note-collision-threshold positioning-done rests stem-begin-position stem-info stemlet-length thickness tremolo-flag	The stem represents the graphical stem.  In addition, it internally connects\nnote heads, beams, and tremolos.  Rests and whole notes have invisible stems.\n\nThe following properties may be set in the @code{details} list.\n\n@table @code\n@item beamed-extreme-minimum-free-lengths\nList of extreme minimum free stem lengths (chord to beams) given beam\nmultiplicity.\n@item beamed-lengths\nList of stem lengths given beam multiplicity.\n@item beamed-minimum-free-lengths\nList of normal minimum free stem lengths (chord to beams) given beam\nmultiplicity.\n@item lengths\nDefault stem lengths.  The list gives a length for each flag count.  If a\nlist entry is a pair, it gives the stem length for the specific up and down\nstem, respectively.\n@item stem-shorten\nHow much a stem in a forced direction should be shortened.  The list gives an\namount depending on the number of flags and beams.\n@end table
stem-tremolo-interface	Stem_tremolo	stem-tremolo.cc	beam-thickness beam-width direction flag-count length-fraction stem shape slope style	A beam slashing a stem to indicate a tremolo.  The property @code{shape} can be\n@code{beam-like} or @code{rectangle}.
system-interface	System	system.cc	all-elements columns footnote-stencil footnotes-before-line-breaking footnotes-after-line-breaking in-note-direction in-note-system-padding in-note-stencil labels page-number pure-Y-extent rank-on-page vertical-alignment	This is the top-level object: Each object in a score ultimately has a\n@code{System} object as its X and Y@tie{}parent.\n\nThe @code{system-interface} implies the @iref{spanner-interface}.
system-start-delimiter-interface	System_start_delimiter	system-start-delimiter.cc	collapse-height style thickness	The brace, bracket or bar in front of the system.  The following values for\n@code{style} are recognized:\n\n@table @code\n@item bracket\nA thick bracket, normally used to group similar instruments in a score.\nDefault for @code{StaffGroup}.  @code{SystemStartBracket} uses this style.\n@item brace\nA @q{piano style} brace normally used for an instrument that uses two staves.\nThe default style for @code{GrandStaff}.  @code{SystemStartBrace} uses this\nstyle.\n@item bar-line\nA simple line between the staves in a score.  Default for staves enclosed in\n@code{<<} and @code{>>}.  @code{SystemStartBar} uses this style.\n@item line-bracket\nA simple square, normally used for subgrouping instruments in a score.\n@code{SystemStartSquare} uses this style.\n@end table\n\nSee also @file{input/regression/system-start-nesting.ly}.
text-interface	Text_interface	text-interface.cc	baseline-skip replacement-alist text word-space text-direction flag-style	A Scheme markup text, see @rnotation{Formatting text} and @rextend{New markup\ncommand definition}.\n\nThere are two important commands: @code{ly:text-interface::print}, which is a\ngrob callback, and @code{ly:text-interface::interpret-markup}.
text-script-interface	Text_script	script-interface.cc	avoid-slur script-priority slur	An object that is put above or below a note.
tie-column-interface	Tie_column	tie-column.cc	positioning-done tie-configuration ties	Object that sets directions of multiple ties in a tied chord.
tie-interface	Tie	tie.cc	annotation avoid-slur control-points dash-definition details direction head-direction line-thickness neutral-direction staff-position thickness	A tie -- a horizontal curve connecting two noteheads.\n\nThe following properties may be set in the @code{details} list.\n\n@table @code\n@item between-length-limit\nThis detail is currently unused.\n@item center-staff-line-clearance\nIf the center of the tie is closer to a staff line than this amount, an\nincreasingly large staff line collision penalty is incurred.\n@item dot-collision-clearance\nIf the tie comes closer to a dot than this amount, an increasingly large dot\ncollision penalty is incurred.\n@item dot-collision-penalty\nDemerit factor for ties which come close to dots.\n@item height-limit\nThe maximum height allowed for this tie.\n@item horizontal-distance-penalty-factor\nDemerit factor for ties in the set being considered which are horizontally\ndistant from the note heads.\n@item intra-space-threshold\nIf the tie's height (in half staff-spaces) is less than this it is positioned\nbetween two adjacent staff lines; otherwise it is positioned to straddle a staff\nline further from the note heads.\n@item min-length\nIf the tie is shorter than this amount (in staff-spaces) an increasingly large\nlength penalty is incurred.\n@item min-length-penalty-factor\nDemerit factor for tie lengths shorter than @code{min-length}.\n@item multi-tie-region-size\nThe number of variations that are tried for the extremal ties in a chord.\nVariations differ in their initial vertical position by half a staff-space.\n@item note-head-gap\nThe distance (in staff-spaces) by which the ends of the tie are offset\nhorizontally from the center line through the note head.\n@item outer-tie-length-symmetry-penalty-factor\nDemerit factor for ties horizontally positioned unsymmetrically with respect to\nthe two note heads.\n@item outer-tie-vertical-distance-symmetry-penalty-factor\nDemerit factor for ties vertically positioned unsymmetrically with respect to\nthe two note heads.\n@item outer-tie-vertical-gap\nAmount (in half staff-spaces) by which a tie is moved away from the note heads\nif it is closer to either of them than 0.25 half staff-spaces.\n@item ratio\nParameter for tie shape.  The higher this number, the quicker the slur attains\nits height limit.\n@item same-dir-as-stem-penalty\nDemerit if tie is on the same side as a stem or on the opposite side to the one\nspecified.\n@item single-tie-region-size\nThe number of candidate ties to generate when only a single tie is required.\nSuccessive candidates differ in their initial vertical position by half a\nstaff-space.\n@item skyline-padding\nPadding of the skylines around note heads in chords.\n@item staff-line-collision-penalty\nDemerit factor for ties whose tips or center come close to staff lines.\n@item stem-gap\nThe distance (in staff-spaces) by which the ends of the tie are offset\nhorizontally from a stem which is on the same side of the note head as the tie.\n@item tie-column-monotonicity-penalty\nDemerit if the Y-position of this tie in the set of ties being considered is\nless than the Y-position of the previous tie.\n@item tie-tie-collision-distance\nIf this tie is closer than this amount to the previous tie in the set being\nconsidered, an increasingly large tie-tie collision penalty is incurred.\n@item tie-tie-collision-penalty\nDemerit factor for a tie in the set being considered which is close to the\nprevious one.\n@item tip-staff-line-clearance\nIf the tips of the tie are closer to a staff line than this amount, an\nincreasingly large staff-line collision penalty is incurred.\n@item vertical-distance-penalty-factor\nDemerit factor for ties in the set being considered which are vertically distant\nfrom the note heads.\n@item wrong-direction-offset-penalty\nDemerit for ties that are offset in the wrong direction.\n@end table
tuplet-bracket-interface	Tuplet_bracket	tuplet-bracket.cc	avoid-scripts beam bracket-flare bracket-visibility break-overshoot connect-to-neighbor dash-definition dashed-edge direction edge-height edge-text full-length-padding full-length-to-extent gap max-slope-factor positions potential-beam note-columns padding tuplet-number scripts shorten-pair span-all-note-heads staff-padding thickness tuplets tuplet-slur visible-over-note-heads X-positions	A bracket with a number in the middle, used for tuplets.  When the bracket\nspans a line break, the value of @code{break-overshoot} determines how far it\nextends beyond the staff.  At a line break, the markups in the @code{edge-text}\nare printed at the edges.
tuplet-number-interface	Tuplet_number	tuplet-number.cc	avoid-slur bracket direction knee-to-beam	The number for a bracket.
vaticana-ligature-interface	Vaticana_ligature	vaticana-ligature.cc	glyph-name flexa-height flexa-width thickness add-cauda add-stem add-join delta-position head-x-offset	A vaticana style Gregorian ligature.
volta-bracket-interface	Volta_bracket_interface	volta-bracket.cc	bars-left bars-right dashed-edge height musical-length range-collapse-threshold shorten-pair volta-number-offset thickness volta-numbers	Volta bracket with number.
